"","centroid","new_type","new_class","source","origin"
"11589","orfs-translated_CYZF01000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11590","orfs-translated_CZAM01000892.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","established"
"11591","orfs-translated_CP013020.1_seq2_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11592","orfs-translated_LCTZ01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11593","orfs-translated_BBRS01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11594","orfs-translated_BBUZ01000031.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11595","orfs-translated_BBZG01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11596","orfs-translated_BCBX01000036.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11597","orfs-translated_LKTM01000318.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11598","orfs-translated_LIPS01000556.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11599","orfs-translated_LIPN01000386.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11600","orfs-translated_LIPN01000533.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11601","orfs-translated_LIPP01000026.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11602","orfs-translated_LIQN01000112.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11603","orfs-translated_LIRH01000009.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11604","orfs-translated_LMJX01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11605","orfs-translated_LMJY01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11606","orfs-translated_LMKA01000122.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11607","orfs-translated_LMKK01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11608","orfs-translated_LMKN01000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11609","orfs-translated_LMKN01000015.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11610","orfs-translated_LMKQ01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11611","orfs-translated_LMKV01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11612","orfs-translated_LMKX01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11613","orfs-translated_LMKO01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11614","orfs-translated_LMKW01000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11615","orfs-translated_LMLB01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11616","orfs-translated_LMLC01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11617","orfs-translated_LMLT01000005.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11618","orfs-translated_LMLW01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11619","orfs-translated_LMLY01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11620","orfs-translated_LMMG01000022.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11621","orfs-translated_LMMJ01000008.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11622","orfs-translated_LMMT01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11623","orfs-translated_LMMV01000026.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11624","orfs-translated_LMNA01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11625","orfs-translated_LMLJ01000026.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11626","orfs-translated_LMLX01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11627","orfs-translated_LMMA01000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11628","orfs-translated_LMMD01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11629","orfs-translated_LMMZ01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11630","orfs-translated_LMNH01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11631","orfs-translated_LMNL01000034.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11632","orfs-translated_LMNO01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11633","orfs-translated_LMNW01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11634","orfs-translated_LMOX01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11635","orfs-translated_LMOZ01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11636","orfs-translated_LMPG01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11637","orfs-translated_LMPM01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11638","orfs-translated_LMPZ01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11639","orfs-translated_LMQH01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11640","orfs-translated_LMOV01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11641","orfs-translated_LMPB01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11642","orfs-translated_LMPF01000016.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11643","orfs-translated_LMPO01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11644","orfs-translated_LMQA01000005.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11645","orfs-translated_LMPJ01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11646","orfs-translated_LMQT01000021.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11647","orfs-translated_LMRA01000034.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11648","orfs-translated_LMCN01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11649","orfs-translated_LMCT01000016.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11650","orfs-translated_LMCZ01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11651","orfs-translated_LMDJ01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11652","orfs-translated_LMDR01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11653","orfs-translated_LMDU01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11654","orfs-translated_LMEC01000021.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11655","orfs-translated_LMQN01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11656","orfs-translated_LMQV01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11657","orfs-translated_LMRG01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11658","orfs-translated_LMCX01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11659","orfs-translated_LMCX01000002.1_seq2_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11660","orfs-translated_LMDC01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11661","orfs-translated_LMDI01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11662","orfs-translated_LMDI01000006.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11663","orfs-translated_LMDP01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11664","orfs-translated_LMEB01000005.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11665","orfs-translated_LMRR01000009.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11666","orfs-translated_LMRU01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11667","orfs-translated_LMRS01000045.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11668","orfs-translated_LMDG01000037.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11669","orfs-translated_LMEP01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11670","orfs-translated_LMER01000017.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11671","orfs-translated_LMEW01000032.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11672","orfs-translated_LMEZ01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11673","orfs-translated_LMFA01000012.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11674","orfs-translated_LMEX01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11675","orfs-translated_LMFB01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11676","orfs-translated_LMFB01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11677","orfs-translated_LMFI01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11678","orfs-translated_LMFL01000029.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11679","orfs-translated_LMFP01000013.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11680","orfs-translated_LMFS01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11681","orfs-translated_LMFX01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11682","orfs-translated_LMGI01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11683","orfs-translated_LMFD01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11684","orfs-translated_LMFT01000040.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11685","orfs-translated_LMFU01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11686","orfs-translated_LMGH01000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11687","orfs-translated_LMHC01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11688","orfs-translated_LMHH01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11689","orfs-translated_LMEF01000034.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11690","orfs-translated_LMHP01000021.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11691","orfs-translated_LMRX01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11692","orfs-translated_LMSL01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11693","orfs-translated_LMIE01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11694","orfs-translated_LMIO01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11695","orfs-translated_LMIV01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11696","orfs-translated_LMIZ01000027.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11697","orfs-translated_LMJA01000028.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11698","orfs-translated_LMJH01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11699","orfs-translated_LMIL01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11700","orfs-translated_LMJU01000020.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11701","orfs-translated_LMSU01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11702","orfs-translated_LMHV01000043.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11703","orfs-translated_LDJI01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11704","orfs-translated_LDJP01000006.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11705","orfs-translated_LLXS01000013.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11706","orfs-translated_LLXU01000138.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11707","orfs-translated_LMBV01000025.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11708","orfs-translated_LJYG01000043.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11709","orfs-translated_LLXY01000210.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11710","orfs-translated_LLXZ01000071.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11711","orfs-translated_LMAU01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11712","orfs-translated_LMXN01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11713","orfs-translated_LDXW01000008.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11714","orfs-translated_LNBE01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11715","orfs-translated_CYPU01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11716","orfs-translated_BBWH01000028.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11717","orfs-translated_BBWK01000048.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11718","orfs-translated_BBWL01000039.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11719","orfs-translated_BBWM01000034.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11720","orfs-translated_LNEX01000422.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11721","orfs-translated_LNEU01000028.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11722","orfs-translated_LNEK01000042.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11723","orfs-translated_LNEI01000025.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11724","orfs-translated_LNDP01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11725","orfs-translated_LNED01000017.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11726","orfs-translated_LNED01000041.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11727","orfs-translated_LORW02000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","established"
"11728","orfs-translated_LDQC01000044.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11729","orfs-translated_LDRB01000067.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11730","orfs-translated_LDQB01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11731","orfs-translated_LDRW01000018.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11732","orfs-translated_LDSL01000071.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11733","orfs-translated_LDTE01000117.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11734","orfs-translated_KQ759763.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11735","orfs-translated_LOCL01000032.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11736","orfs-translated_LNDA01000047.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11737","orfs-translated_LNDA01000072.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11738","orfs-translated_LPXG01000024.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11739","orfs-translated_LPXG01000024.1_seq2_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11740","orfs-translated_LNSV01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11741","orfs-translated_KQ947376.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11742","orfs-translated_KQ947394.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11743","orfs-translated_BBWW01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11744","orfs-translated_BBXV01000016.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11745","orfs-translated_FAOS01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11746","orfs-translated_LN929896.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11747","orfs-translated_LN929908.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11748","orfs-translated_LQIK01000023.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11749","orfs-translated_LQIT01000055.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11750","orfs-translated_LQIU01000056.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11751","orfs-translated_LMAI01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11752","orfs-translated_LMAJ01000014.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11753","orfs-translated_LMAJ01000017.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11754","orfs-translated_LMWG01004003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11755","orfs-translated_LLZG01000407.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11756","orfs-translated_LLZI01000221.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11757","orfs-translated_LLZI01000221.1_seq2_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11758","orfs-translated_LFES01000039.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11759","orfs-translated_LFFF01000109.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11760","orfs-translated_KQ947989.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11761","orfs-translated_KQ948207.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11762","orfs-translated_KQ948308.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11763","orfs-translated_KQ948549.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11764","orfs-translated_KQ948869.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11765","orfs-translated_KQ949076.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11766","orfs-translated_LOET01000042.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11767","orfs-translated_LOET01000153.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11768","orfs-translated_LOEU01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11769","orfs-translated_LOEX01000131.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11770","orfs-translated_LRCU01000018.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11771","orfs-translated_LRCU01000139.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11772","orfs-translated_KQ954287.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11773","orfs-translated_KQ954254.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11774","orfs-translated_KQ954256.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11775","orfs-translated_KQ954244.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11776","orfs-translated_LOTZ01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11777","orfs-translated_LOXZ01000034.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11778","orfs-translated_LOYI01000113.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11779","orfs-translated_LQYA01000008.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11780","orfs-translated_LPMI01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11781","orfs-translated_CZVN01000011.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11782","orfs-translated_CZVW01000009.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11783","orfs-translated_LMTS01000238.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11784","orfs-translated_LMTR01000091.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11785","orfs-translated_LNCU01000084.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11786","orfs-translated_LMAF01000002.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11787","orfs-translated_LMAF01000002.1_seq2_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11788","orfs-translated_LNNH01000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11789","orfs-translated_BCNT01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11790","orfs-translated_FCNZ02000010.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11791","orfs-translated_FCOL02000008.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11792","orfs-translated_FCON02000103.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11793","orfs-translated_LGTW01000015.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11794","orfs-translated_LMVQ01000584.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11795","orfs-translated_CM003772.1_seq2_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11796","orfs-translated_BCQR01000018.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11797","orfs-translated_BCQT01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11798","orfs-translated_BCQU01000074.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11799","orfs-translated_BCRK01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11800","orfs-translated_BCRO01000040.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11801","orfs-translated_BBOX01000033.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11802","orfs-translated_BBOX01000212.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11803","orfs-translated_LSHQ01000030.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11804","orfs-translated_LSIV01000220.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11805","orfs-translated_LSIX01000890.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11806","orfs-translated_LSJA01000123.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11807","orfs-translated_LSJB01000235.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11808","orfs-translated_LSJB01000257.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11809","orfs-translated_LSJY01000070.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11810","orfs-translated_LSKF01000119.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11811","orfs-translated_LSKF01000050.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11812","orfs-translated_LSJI01000299.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11813","orfs-translated_LNRI01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11814","orfs-translated_LNRA01000006.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11815","orfs-translated_LNTU01000040.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11816","orfs-translated_LLWE01000024.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11817","orfs-translated_LPUR01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11818","orfs-translated_LSMR01000171.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11819","orfs-translated_LRQV01000028.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11820","orfs-translated_BBYK01000058.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11821","orfs-translated_BBYL01000006.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11822","orfs-translated_BBYM01000031.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11823","orfs-translated_BCSY01000036.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11824","orfs-translated_BCTA01000036.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11825","orfs-translated_BBXC01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11826","orfs-translated_BBXD01000017.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11827","orfs-translated_BBXG01000004.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11828","orfs-translated_BCSH01000029.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11829","orfs-translated_BCSJ01000015.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11830","orfs-translated_BCTC01000006.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11831","orfs-translated_BCTJ01000022.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11832","orfs-translated_BCTM01000044.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11833","orfs-translated_LOCN01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11834","orfs-translated_JELZ01002142.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11835","orfs-translated_LUDU01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11836","orfs-translated_JXDL01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11837","orfs-translated_BCTW01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11838","orfs-translated_BCTX01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11839","orfs-translated_BCTX01000031.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11840","orfs-translated_BCTZ01000001.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11841","orfs-translated_BCUS01000045.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11842","orfs-translated_BCVQ01000005.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11843","orfs-translated_BCWP01000054.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11844","orfs-translated_BCWT01000098.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11845","orfs-translated_LUVZ01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11846","orfs-translated_LUVZ01000034.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11847","orfs-translated_BCYV01000006.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11848","orfs-translated_BCYW01000003.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11849","orfs-translated_BCYX01000007.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11850","orfs-translated_BCYZ01000005.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11851","orfs-translated_BDAU01000030.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11852","orfs-translated_BDAX01000009.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11853","orfs-translated_BDAY01000008.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11854","orfs-translated_BDAZ01000038.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11855","orfs-translated_BDBA01000216.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11856","orfs-translated_BDBB01000028.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
"11857","orfs-translated_BDBC01000033.1_seq1_1@@@class_a","beta-lactam","class_a","fargene","latent"
